_package_filename,evidence_id,source_id,evidence_type,country_or_region,setting_or_context,stage_or_process_step,topic_category,condition_or_issue,finding,what_happened,what_was_missed_or_identified,pain_point_or_failure_mode,research_topic,person_or_group_involved,what_was_identified,what_was_missed,cause_or_contributing_factor,outcome_or_consequence,evidence_quality,source_url_or_identifier,product_or_system_implication,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E022,S22,workflow finding,UK,primary care,medical history; referral; specialist review; repeat visit,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,endometriosis,Chronic pain and women's health symptoms can be minimized despite repeated presentations.,Survey documented repeated GP visits and A&E attendance before diagnosis; respondents reported dismissal/minimisation.,,,Real health-system patient flows for identifying health issues,"GPs, A&E staff, gynaecologists, patient",Missed/delayed: endometriosis diagnosis; patients often required repeated self-advocacy.,Missed/delayed: endometriosis diagnosis; patients often required repeated self-advocacy.,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,average 8 years 10 months,medium,https://www.endometriosis-uk.org/diagnosis-report,"Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",Advocacy survey gives patient voice and quantitative delay data.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E023,S23,workflow finding,England,primary care / specialist referral,referral; follow-up; lab interpretation,referral delay; no follow-up ownership; patient self-advocacy required,varied unresolved conditions while waiting,"Referral is not a completed action unless the patient is seen, tests are done and results acted on.","Healthwatch gathered patient reports of waiting after GP referral, confusion over results and pressure to chase.",,,Real health-system patient flows for identifying health issues,"GP, hospital outpatient service, patient","Missed/delayed: follow-up appointments, specialist action, scans/tests; GP sometimes unable to accelerate despite abnormal tests.","Missed/delayed: follow-up appointments, specialist action, scans/tests; GP sometimes unable to accelerate despite abnormal tests.",referral delay; no follow-up ownership; patient self-advocacy required,varies,medium,https://www.healthwatch.co.uk/report/2023-10-03/impact-waiting-care,"Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",Patient voice source on referral/follow-up gaps.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E024,S24,workflow finding,England,hospital outpatient / imaging / ED,imaging ordered; lab interpretation; follow-up; emergency return,abnormal result not followed up; red flag missed; repeated visits ignored,cancer and other scan-detectable conditions,"Imaging workflows fail at multiple points: ordering, performance, interpretation, communication, follow-up.","Ombudsman reported repeated failures in scan reading, carrying out scans and follow-up; a cancer case was only identified at a fifth A&E visit after lesion not reported.",,,Real health-system patient flows for identifying health issues,"radiologist, requesting clinician, ED/hospital team, patient/family",Missed/delayed: abnormal scan findings and cancer diagnosis.,Missed/delayed: abnormal scan findings and cancer diagnosis.,abnormal result not followed up; red flag missed; repeated visits ignored,example six-week delay; other cases vary,high,https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,"Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",Patient-complaint/ombudsman evidence with public family quote.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E025,S25,workflow finding,England,radiology / ED / primary care,imaging ordered; imaging interpretation; discharge; follow-up,poor handoff; abnormal result not followed up; no follow-up ownership,lung cancer / unexpected significant radiology finding,"Responsibility can diffuse between radiology, ED, GP and patient.",Investigation traced multistep communication of unexpected significant findings and weak assurance that action occurred.,,,Real health-system patient flows for identifying health issues,"radiologist, ED clinician, GP, patient",Missed/delayed: significant finding not received or acted on; read receipts not enough.,Missed/delayed: significant finding not received or acted on; read receipts not enough.,poor handoff; abnormal result not followed up; no follow-up ownership,varies,high,https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/,"Require an accountable result owner, escalation timer and auditable action completion, not just report delivery.",Important source for test-result black zones beyond labs.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E026,S26,workflow finding,US,inpatient ward / hospital outpatient,discharge; follow-up; imaging/lab interpretation,poor handoff; no follow-up ownership; abnormal result not followed up,missed diagnoses after discharge; lung malignancy suspicion; pending tests,Discharge can sever ownership of pending results.,Hospital diagnostic excellence framework encourages targeting pending tests and suspicious imaging follow-up.,,,Real health-system patient flows for identifying health issues,"hospital clinicians, diagnostic stewardship team, lab/radiology, outpatient follow-up team",Identified: high-risk diagnostic follow-up areas; missed: patients leaving hospital before test closure.,Identified: high-risk diagnostic follow-up areas; missed: patients leaving hospital before test closure.,poor handoff; no follow-up ownership; abnormal result not followed up,varies,high,https://www.cdc.gov/patient-safety/hcp/hospital-dx-excellence/index.html,Create discharge-pending-test registry and patient/clinician notification loops.,Current CDC framework for hospital diagnostic excellence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E027,S27,workflow finding,England,specialist clinic,referral; specialist review; follow-up,wrong specialty; referral delay; poor handoff,conditions needing specialist opinion or diagnostic pathway,Referral triage creates a new work queue where responsibility can be unclear to patient and referrer.,"Referral Assessment Services allow provider review before booking; outcomes include booking, redirecting, requesting more info, or returning advice.",,,Real health-system patient flows for identifying health issues,"referrer, provider triage clinician/admin, patient",Identified: suitable pathway before appointment; missed: wrong worklist/status or insufficient referral information delays care.,Identified: suitable pathway before appointment; missed: wrong worklist/status or insufficient referral information delays care.,wrong specialty; referral delay; poor handoff,varies,high,https://digital.nhs.uk/services/e-referral-service/document-library/referral-assessment-services,Make referral state and owner visible to referrer and patient; alert when more information is requested or referral returned.,Digital pathway details from NHS e-RS documentation.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E028,S28,workflow finding,England,hospital outpatient / diagnostic services,referral; imaging ordered; labs ordered; specialist review,incomplete history; wrong specialty; documentation error,conditions suitable for direct-to-test or clinical assessment,Straight-to-test pathways are efficient only when referral information is complete.,"Diagnostic e-RS models include direct-to-test, clinical assessment then test, and one-stop consultant-led models.",,,Real health-system patient flows for identifying health issues,"referrer, provider clinician, diagnostic service",Identified: bypassing first outpatient appointment for needed tests; missed: poor referral templates can omit critical context.,Identified: bypassing first outpatient appointment for needed tests; missed: poor referral templates can omit critical context.,incomplete history; wrong specialty; documentation error,varies,medium,https://digital.nhs.uk/services/e-referral-service/document-library/diagnostic-services,Embed mandatory clinical context fields and feedback loops for rejected/inappropriate tests.,Operational source on outpatient diagnostics.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E029,S29,workflow finding,England,hospital outpatient / specialist clinic,referral; specialist review; imaging/labs ordered; follow-up,referral delay; no follow-up ownership; normal-test trap,gastrointestinal and other specialty referrals,Advice can reduce unnecessary appointments but must not become a soft rejection of unresolved symptoms.,"Improvement guide promotes advice/guidance, straight-to-test, pre-appointment hubs; one GI case cut waits through advice and e-RS.",,,Real health-system patient flows for identifying health issues,"GP/referrer, specialist consultant/team",Identified: faster specialist input; missed: advice-only management without clear follow-up if symptoms persist.,Identified: faster specialist input; missed: advice-only management without clear follow-up if symptoms persist.,referral delay; no follow-up ownership; normal-test trap,case example: new patients 2-4 weeks vs 12-14 weeks before,medium,https://www.england.nhs.uk/long-read/outpatient-recovery-and-transformation-improvement-guide/,Record advice decisions with safety-net tasks and escalation criteria.,Includes clinician voice and pathway redesign example.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E030,S30,workflow finding,US,community health center,referral; discharge; follow-up,poor handoff; fragmented care; no follow-up ownership,post-ED/hospital follow-up and ongoing primary-care needs,Safety-net clinics may be responsible for follow-up despite care occurring elsewhere.,Health centers must have referral/hospital arrangements and processes to receive/record ED or hospital visit information and follow-up actions.,,,Real health-system patient flows for identifying health issues,"health center staff, hospital/ED, primary-care clinician",Identified: need for continuity; missed: discharge info not received or tracked.,Identified: need for continuity; missed: discharge info not received or tracked.,poor handoff; fragmented care; no follow-up ownership,varies,high,https://bphc.hrsa.gov/compliance/compliance-manual/chapter7,Ingest outside discharge/test data and assign follow-up ownership automatically.,Federal compliance source for FQHC workflow expectations.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E031,S31,workflow finding,US,community health center,long-term monitoring; follow-up; referral,fragmented care; no follow-up ownership,chronic disease and preventive care,"Coordination is a model, not a closed-loop diagnostic guarantee.",PCMH recognition emphasizes care coordination and continuous quality improvement in health centers.,,,Real health-system patient flows for identifying health issues,"primary-care team, care coordinator",Identified: coordination model; missed: PCMH standards may not guarantee specific diagnostic follow-up closure without local systems.,Identified: coordination model; missed: PCMH standards may not guarantee specific diagnostic follow-up closure without local systems.,fragmented care; no follow-up ownership,none,medium,https://bphc.hrsa.gov/technical-assistance/clinical-quality-improvement/patient-centered-medical-home,"Translate PCMH concepts into concrete diagnostic queues, unresolved-symptom lists and abnormal-result registries.",Useful institutional context for community health centers.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E032,S32,workflow finding,US: North Carolina,community health center / public health screening,public health screening; lab interpretation; referral; follow-up,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,colorectal cancer risk after abnormal FIT,Abnormal screening is only useful if diagnostic colonoscopy happens.,"Mailed FIT outreach identified abnormal results; centralized patient navigation addressed informational, emotional, financial and transport barriers to colonoscopy.",,,Real health-system patient flows for identifying health issues,"patient navigator, FQHC team, GI/endoscopy service",Identified: abnormal FIT needing colonoscopy; missed: patients not reached or declining navigation remain at risk.,Identified: abnormal FIT needing colonoscopy; missed: patients not reached or declining navigation remain at risk.,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,follow-up within 9 months measured,medium,https://www.sciencedirect.com/science/article/pii/S221133552300102X,Track abnormal-screen closure and navigator barrier categories to completion.,Implementation study in FQHC safety-net setting; strong fit to product workflows.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E033,S33,workflow finding,US: Washington state,community health center / screening,public health screening; referral; follow-up,referral delay; fragmented care; documentation error,abnormal FIT requiring colonoscopy,"Navigation fails if it is not staffed, documented, partnered and tracked.","PRECISE trial implementation support trained navigators and documented challenges in workload, documentation, partnerships and tracking.",,,Real health-system patient flows for identifying health issues,"patient navigator, implementation support team, FQHC staff, GI partners",Identified: implementation barriers to closing abnormal FIT follow-up.,unknown,referral delay; fragmented care; documentation error,varies,medium,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343659,"Build navigator work queues, cross-organization data sharing and colonoscopy-status reconciliation.",Recent implementation lessons for community health settings.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E034,S34,workflow finding,England,public health screening,before visit; public health screening; lab interpretation; referral; follow-up,normal-test trap; no follow-up ownership,bowel cancer,Screening can create false reassurance if symptoms are separated from screening result interpretation.,Eligible people receive FIT at home; results usually within 2 weeks; further tests lead to specialist nurse and usually colonoscopy; negative screen does not rule out cancer if symptoms occur.,,,Real health-system patient flows for identifying health issues,"screening programme, lab, specialist nurse, colonoscopy service, GP/patient",Identified: occult blood needing diagnostic work-up; missed: symptomatic people reassured by negative screening result.,Identified: occult blood needing diagnostic work-up; missed: symptomatic people reassured by negative screening result.,normal-test trap; no follow-up ownership,result usually within 2 weeks,high,https://www.nhs.uk/tests-and-treatments/bowel-cancer-screening/,Pair negative results with symptom-trigger advice and GP follow-up prompts.,Patient-facing pathway; strong flow map source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E035,S35,workflow finding,England,public health screening,before visit; public health screening; imaging ordered; imaging interpretation; specialist review,no follow-up ownership; abnormal result not followed up; patient self-advocacy required,breast cancer,Population screening has a built-in non-attendance black zone.,"Programme sends invitations, performs mammography, recalls non-attenders/technical failures, and sends abnormal cases to assessment clinic/MDT.",,,Real health-system patient flows for identifying health issues,"screening office, radiographers, radiologists, assessment clinic, MDT","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.",no follow-up ownership; abnormal result not followed up; patient self-advocacy required,pathway-specific,high,https://www.gov.uk/government/publications/breast-screening-programme-pathway-requirements/breast-screening-programme-pathway-requirements,"Track invitations to attendance to result to assessment closure, including failed contacts.",National screening pathway source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E036,S37,workflow finding,US,public health screening / community,before visit; referral; follow-up,fragmented care; patient self-advocacy required; referral delay,"breast, cervical, colorectal cancer screening and diagnosis",The problem is often not clinical detection but completion of the next step.,"CDC describes navigators helping people overcome practical, informational and trust barriers to screening and diagnosis.",,,Real health-system patient flows for identifying health issues,"patient navigator, patient/family/caregiver, screening/diagnostic service",Identified: access barriers; missed: patients who disappear between positive screen and diagnostic test.,Identified: access barriers; missed: patients who disappear between positive screen and diagnostic test.,fragmented care; patient self-advocacy required; referral delay,varies,high,https://www.cdc.gov/cancer/php/interventions/patient-navigation.html,"Barrier taxonomy should be part of follow-up workflow, not free-text only.",Public health source for patient navigation design.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E037,S38,workflow finding,India,community health center / rural clinic,before visit; home/community visit; public health screening; referral; long-term monitoring,referral delay; no follow-up ownership; lab trend missed,"hypertension, diabetes, oral/breast/cervical cancer, mental health, child illness and broader PHC",Community screening creates many positive signals that need tracking beyond the first contact.,"HWCs use empanelment, home/community interaction and universal screening to identify risks before clinic attendance; CHO leads HWC team and referrals.",,,Real health-system patient flows for identifying health issues,"ASHA, ANM/MPW, Community Health Officer / mid-level provider, PHC/specialist referral",Identified: hidden NCD/cancer risk; missed: follow-up/compliance if referral loop is not closed.,Identified: hidden NCD/cancer risk; missed: follow-up/compliance if referral loop is not closed.,referral delay; no follow-up ownership; lab trend missed,screening cycle varies,high,https://aam.mohfw.gov.in/download/document/45a4ab64b74ab124cfd853ec9a0127e4.pdf,"Use community registry, positive-screen worklist and two-way referral closure with ASHA follow-up.",Government operational guidelines; rich low-resource workflow source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E038,S39,workflow finding,LMIC / global,low-resource clinic,medical history; physical exam; referral; emergency escalation,red flag missed; referral delay; incomplete history,"childhood illnesses including pneumonia, diarrhoea, malaria, malnutrition",Low-resource workflows depend heavily on algorithms and referral availability.,"IMCI uses evidence-based algorithms based on history/signs/symptoms when lab/radiology support is limited; includes treatment, counselling and referral for severe illness.",,,Real health-system patient flows for identifying health issues,primary-care health worker,Identified: severe illness and common syndromes without diagnostics; missed: atypical illness not covered by algorithm or supply/referral gaps.,Identified: severe illness and common syndromes without diagnostics; missed: atypical illness not covered by algorithm or supply/referral gaps.,red flag missed; referral delay; incomplete history,none,high,https://www.who.int/teams/maternal-newborn-child-adolescent-health-and-ageing/child-health/integrated-management-of-childhood-illness/,"Show algorithm branch, missing supplies/tests and referral transport feasibility as workflow state.",WHO source for low-resource diagnostic flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E039,S40,workflow finding,LMIC / hard-to-reach communities,home/community visit,before visit; home/community visit; emergency escalation,referral delay; poor handoff; low-resource supply gap,"malaria, pneumonia, diarrhoea in children under five","The first diagnostic encounter may happen at home, not a clinic.",iCCM trains/supplies CHWs to diagnose/classify/treat uncomplicated cases and refer severe illness.,,,Real health-system patient flows for identifying health issues,"community health worker, caregiver, referral facility","Identified: common child illnesses outside facilities; missed: severe cases if CHW stockout, training gaps or referral failure.","Identified: common child illnesses outside facilities; missed: severe cases if CHW stockout, training gaps or referral failure.",referral delay; poor handoff; low-resource supply gap,none,medium,https://www.childhealthtaskforce.org/hubs/iccm,Design offline-first CHW decision support with danger-sign escalation and referral feedback.,Global child-health programme documentation.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E040,S41,workflow finding,"DRC, Malawi, Mozambique, Niger, Nigeria",home/community visit,home/community visit; referral; follow-up,poor handoff; no follow-up ownership; fragmented care,"malaria, pneumonia, diarrhoea in under-five children",Community programmes can generate care access but require supervision and integration with facilities.,"RAcE supported iCCM scale-up through CHW training, supplies and diagnosis/treatment/referral in five countries.",,,Real health-system patient flows for identifying health issues,"CHWs, NGO implementers, health system supervisors","Identified: millions of common illness episodes; missed: sustainability, supervision and integration challenges.","Identified: millions of common illness episodes; missed: sustainability, supervision and integration challenges.",poor handoff; no follow-up ownership; fragmented care,programme period 2012-2018,medium,https://www.who.int/teams/global-malaria-programme/case-management/community-based-case-management-race-programme,"Add supervision, stock, referral and outcome data to CHW workflows.",Programme-scale low-resource evidence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E041,S42,workflow finding,Uganda,rural clinic,arrival; nurse triage; vitals; first clinician assessment,red flag missed; arrival; poor handoff,urgent/emergency cases among general OPD patients,"In many rural OPDs, primary and emergency care share a front door with no formal triage.",Rural OPD implemented IITT-adapted structured triage using a three-colour checklist on charts and short training; patient flow improved without added resources.,,,Real health-system patient flows for identifying health issues,"OPD nurses, clinicians",Identified: urgent/emergency cases earlier; missed: undertriage still possible and formal triage requires staff buy-in.,Identified: urgent/emergency cases earlier; missed: undertriage still possible and formal triage requires staff buy-in.,red flag missed; arrival; poor handoff,time to provider reduced 23 minutes; total OPD stay reduced 35 minutes,medium,https://link.springer.com/article/10.1186/s12245-025-01005-z,Low-cost triage checklists can be embedded into paper charts and later digitized.,Real-world QI study in rural Uganda.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E042,S43,workflow finding,Brazil,home/community visit,home/community visit; long-term monitoring; referral,fragmented care; no one connected the dots; documentation error,"chronic disease, minor illness, social risk, preventive care",Community knowledge is powerful but can be under-documented or poorly integrated into clinical records.,"CHWs provide home basic care, register families, relay information to teams, resolve low-level problems and refer complex problems.",,,Real health-system patient flows for identifying health issues,"community health worker, nurse, physician, dental team",Identified: hidden needs and chronic disease adherence issues; missed: signals may be lost if CHW observations do not reach nurse/physician workflow.,Identified: hidden needs and chronic disease adherence issues; missed: signals may be lost if CHW observations do not reach nurse/physician workflow.,fragmented care; no one connected the dots; documentation error,longitudinal,medium,https://www.commonwealthfund.org/publications/case-study/2016/dec/brazils-family-health-strategy-using-community-health-care-workers,Create structured CHW observation fields and escalation pathways into primary-care team huddles.,Health-system case study; strong real-world community flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E043,S44,workflow finding,Latin America / Caribbean,community health center / primary care,vitals; labs ordered; lab interpretation; long-term monitoring,lab/vital trend missed; no follow-up ownership,hypertension and cardiovascular risk; diabetes/CKD integration,"Screening must connect to protocolized treatment and follow-up, not just identify high BP.","PAHO HEARTS clinical pathways standardize treatment protocols, proper BP measurement and cardiovascular risk assessment in PHC.",,,Real health-system patient flows for identifying health issues,"primary-care team, nurse/doctor, programme managers","Identified: hypertension and CVD risk; missed: poor BP technique, lack of treatment intensification or follow-up.","Identified: hypertension and CVD risk; missed: poor BP technique, lack of treatment intensification or follow-up.",lab/vital trend missed; no follow-up ownership,longitudinal,high,https://www.paho.org/en/hearts-americas/hypertension-clinical-pathways,"Track BP measurement quality, risk category, protocol step, medication intensification and return date.","Regional implementation source, not a single clinic case.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E044,S45,workflow finding,Japan,public health screening,before visit; public health screening; long-term monitoring,no follow-up ownership; normal-test trap,metabolic syndrome / lifestyle disease risk,Preventive flow identifies risk before symptoms but depends on participation and sustained behaviour support.,"Specific health checkups screen insured people/dependents age 40+; results stratify into information provision, motivational support or proactive support.",,,Real health-system patient flows for identifying health issues,"health insurance society, physician, public health nurse, senior nutritionist",Identified: metabolic risk; missed: people outside eligibility/attendance or follow-up lifestyle support.,Identified: metabolic risk; missed: people outside eligibility/attendance or follow-up lifestyle support.,no follow-up ownership; normal-test trap,annual screening; 3+ month guidance evaluation,medium,https://www.shoken-kenpo.or.jp/eng/member/checkup/measure.html,"Link screening results to risk stratum, guidance plan, 3-month review and primary-care referral if needed.",Insurer programme source; East Asia preventive flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E045,S46,workflow finding,South Korea,public health screening,before visit; public health screening; lab interpretation; follow-up,abnormal result not followed up; no follow-up ownership,general health risks and cancers,Screening result delivery by mail does not ensure comprehension or completion of confirmation testing.,"Patient checks eligibility, visits authorized hospital with ID/checkup card, receives results by mail; suspected disease may receive confirmation checkup.",,,Real health-system patient flows for identifying health issues,"NHIS, authorized hospital/clinic, patient","Identified: screen-positive or suspected disease; missed: non-attendance, inaccurate results if pre-test instructions not followed, confirmation follow-up gap.","Identified: screen-positive or suspected disease; missed: non-attendance, inaccurate results if pre-test instructions not followed, confirmation follow-up gap.",abnormal result not followed up; no follow-up ownership,periodic national screening,medium,https://www.nhis.or.kr/english/wbhe/policies/NationalHealthScreeningProgram.html,Use confirmation-test tracking and patient-language result explanations.,Official national screening flow source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E046,S47,workflow finding,Denmark,primary care / specialist clinic,medical history; labs ordered; referral; specialist review,rare disease delay; referral delay; no one connected the dots,suspected cancer with alarm or nonspecific symptoms,"Countries need a route for serious nonspecific symptoms, not only organ-specific red flags.",Three-legged strategy: urgent alarm symptoms to organ-specific pathways; serious nonspecific symptoms to tests and diagnostic centres; vague low-risk symptoms managed by GP with diagnostic access.,,,Real health-system patient flows for identifying health issues,"GP, hospital cancer pathway, diagnostic centre",Identified: cancers without alarm symptoms; missed: vague symptoms if GP access to diagnostics is limited or safety-netting weak.,Identified: cancers without alarm symptoms; missed: vague symptoms if GP access to diagnostics is limited or safety-netting weak.,rare disease delay; referral delay; no one connected the dots,reported diagnosis wait reductions in case-study evidence,medium,https://www.all-can.org/efficiency-hub/danish-cancer-patient-pathways-three-legged-strategy-for-faster-referral-and-diagnosis-of-cancer/,"Create nonspecific-symptom pathways with GP gut-feeling field, blood-panel bundle and diagnostic-centre referral.",Health-system case study of a distinctive diagnostic pathway model.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E047,S48,workflow finding,Denmark,specialist clinic / diagnostic centre,referral; specialist review; labs/imaging ordered,rare disease delay; referral delay; normal-test trap,non-specific symptoms and signs of cancer,Nonspecific symptoms can represent high-yield diagnostic risk when systematically routed.,Cohort study of urgent referral to Denmark's non-organ-specific cancer pathway; around one fifth had cancer.,,,Real health-system patient flows for identifying health issues,"GP, diagnostic centre specialists",Identified: substantial cancer prevalence among non-specific symptom referrals; missed: patients with serious symptoms outside pathway criteria.,Identified: substantial cancer prevalence among non-specific symptom referrals; missed: patients with serious symptoms outside pathway criteria.,rare disease delay; referral delay; normal-test trap,2014-2021 cohort,high,https://www.nature.com/articles/s41416-024-02620-y,"Support structured referral for uncertainty, not just classic red flags.",Peer-reviewed evidence for nonspecific symptom diagnostic pathways.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E048,S49,workflow finding,Israel,primary care,before visit; first clinician assessment; long-term monitoring,lab trend missed; no one connected the dots,broad primary-care and chronic disease,Digitized history reduces fragmentation but still requires pattern recognition and alert design.,Israel's HMO-based system begins with family doctor/community health centers and uses longstanding digital records/HIE to give clinicians historical data at point of care.,,,Real health-system patient flows for identifying health issues,"family doctor, HMO team, community health center",Identified: strong longitudinal data infrastructure; missed: data availability does not guarantee synthesis of trends or patient narrative.,Identified: strong longitudinal data infrastructure; missed: data availability does not guarantee synthesis of trends or patient narrative.,lab trend missed; no one connected the dots,longitudinal,medium,https://www1.health.gov.il/en/landing-pages/healthcare-israel/healthcare-israel/,"Use longitudinal problem timelines and trend alerts, not just data access.",Health-system overview; not a single clinical workflow manual.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E049,S50,workflow finding,Israel,hospital outpatient / diagnostic services,labs ordered; imaging ordered; lab interpretation; follow-up,abnormal result not followed up; no follow-up ownership,conditions requiring lab/imaging/cardiac diagnostics,Result delivery is not the same as result action.,Diagnostic services are computerized from referral through collection/test and result delivery to physician and user stations; teleradiology centralizes interpretation for distant sites.,,,Real health-system patient flows for identifying health issues,"referring physician, collection site staff, lab/radiology specialists, patient",Identified: lab/imaging workflow and result dissemination; missed: action on result still depends on clinician/patient follow-up loop.,Identified: lab/imaging workflow and result dissemination; missed: action on result still depends on clinician/patient follow-up loop.,abnormal result not followed up; no follow-up ownership,varies,medium,https://www.maccabi4u.co.il/en/46562/main_english/our-healthcare-system/diagnostic-services/,Link diagnostic-result delivery to acknowledgment and documented clinical next step.,HMO service description; useful Israel/Middle East workflow example.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E050,S52,workflow finding,US,cross-setting,labs ordered; imaging ordered; referral; follow-up,documentation error; poor handoff; abnormal result not followed up,varied diagnostic errors,"Diagnostic failure is often an operations/communication problem, not just cognitive error.","Analysis of >3,000 diagnostic safety events found many errors in the testing process plus monitoring/follow-up and referral/consultation phases.",,,Real health-system patient flows for identifying health issues,"clinicians, lab/radiology staff, referral/consult teams, administrative staff","Missed/delayed: diagnoses due to technical, administrative and communication failures.","Missed/delayed: diagnoses due to technical, administrative and communication failures.",documentation error; poor handoff; abnormal result not followed up,varies,medium,https://home.ecri.org/blogs/ecri-news/data-analysis-reveals-common-errors-that-prevent-patients-from-getting-timely-accurate-diagnoses,"Instrument handoffs: order-to-result, result-to-action, referral-to-appointment and missed-appointment loops.",Good source for cross-setting black-zone prioritization.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
