_package_filename,case_id,source_id,case_title,country_or_region,setting_or_context,topic_category,condition_or_issue,initial_situation,what_happened,what_was_missed_or_identified,delay_or_timeline,patient_stage_or_workflow_step,failure_or_black_zone_tags,research_topic,outcome_if_known,lesson_or_pattern,product_or_system_implication,source_url_or_identifier,evidence_quality,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C053,S56,Types and Origins of Diagnostic Errors in Primary Care Settings,US,primary care,incomplete history; physical exam missed; repeated visits ignored,varied common diseases with potential harm,"history-taking, exam, ordering diagnostic tests, follow-up visits/ED/hospitalization triggers",Study identified primary-care diagnostic errors using EHR triggers such as unplanned hospitalization/return visits/ED visits after index primary-care encounter.,"Missed/delayed: common diseases; process breakdowns in patient-practitioner encounter, history, exam and workup ordering.",varies,,,Real health-system patient flows for identifying health issues,unknown,The highest-yield diagnostic signals may appear only after a return visit or hospitalization.,Use trigger tools to surface unplanned returns after recent visits and prompt diagnostic review.,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1656540,high,Peer-reviewed diagnostic-error study; old but foundational.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-001,unknown,Anemia and Delayed Colon Cancer Diagnosis,United States,primary care; specialist clinic; hospital inpatient,medical history; labs ordered; lab interpretation; referral; repeat visit,Colon cancer after iron-deficiency anemia,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Build longitudinal anemia trend + prior-normal-test guardrail that asks: does this old test still explain today's signal?,https://psnet.ahrq.gov/web-mm/anemia-and-delayed-colon-cancer-diagnosis,high,Diagnostic vs screening colonoscopy distinction matters in symptomatic elderly patients.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-002,unknown,Endometriosis: A Common and Commonly Missed and Delayed Diagnosis,United States,primary care; specialist clinic; hospital outpatient,medical history; first clinician assessment; referral; specialist review,Endometriosis,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Create menstrual + GI timeline capture, severity thresholds, and cross-specialty prompts for persistent dysmenorrhea.",https://psnet.ahrq.gov/web-mm/endometriosis-common-and-commonly-missed-and-delayed-diagnosis,high,Case shows patient and mother advocacy as a diagnostic driver.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-003,unknown,Paroxysmal Supraventricular Tachycardia Masquerading as Panic Attacks,United States,emergency department; primary care; specialist clinic,first clinician assessment; labs/imaging interpretation; referral; repeat visit,Paroxysmal supraventricular tachycardia (PSVT),unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Offer event-triggered monitoring workflows and a 'normal when asymptomatic' warning for episodic cardiopulmonary complaints.,https://psnet.ahrq.gov/web-mm/paroxysmal-supraventricular-tachycardia-masquerading-panic-attacks,high,"Source notes PSVT symptoms are often attributed to panic/anxiety, especially in women.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-004,unknown,Spinal Epidural Abscess,United States,emergency department; specialist clinic; hospital inpatient,first clinician assessment; imaging ordered; imaging interpretation; repeat visit; emergency escalation,Spinal epidural abscess,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Add imaging-scope alerts: negative limited MRI should not close diagnosis when pain/red flags are anatomically discordant.,https://psnet.ahrq.gov/web-mm/spinal-epidural-abscess,high,Classic SEA triad is often absent early; severe/progressive symptoms matter.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-005,unknown,Renal Failure Due to Benign Prostatic Hyperplasia,United States,primary care; specialist clinic; emergency department,medical history; specialist review; labs ordered; follow-up; emergency escalation,Obstructive uropathy / renal failure from BPH,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Create hard-stop follow-up for extreme post-void residual: creatinine, catheter plan, teach-back, and owner assignment.",https://psnet.ahrq.gov/web-mm/renal-failure-due-benign-prostatic-hyperplasia,high,Case shows relational rupture causing loss to follow-up.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-006,unknown,Do Not Miss Sepsis: Needles in Viral Haystacks,United States,emergency department,nurse triage; vitals; first clinician assessment; labs/imaging ordered; discharge; repeat visit,Pediatric sepsis / bacterial pneumonia / empyema,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Implement pediatric repeat-visit sepsis detector combining vitals, respiratory symptoms, labs, and recent discharge history.",https://psnet.ahrq.gov/web-mm/do-not-miss-sepsis-needles-viral-haystacks,high,A positive strep test may become an anchoring point rather than a complete explanation.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-007,unknown,Missing ECG and Missed Diagnosis Lead to Dangerous Delay,United States,emergency department; inpatient ward,arrival; nurse triage; imaging/lab ordered; handoff; follow-up,ST-elevation myocardial infarction (STEMI),unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Require EMS ECG ingestion/acknowledgment and serial chest-pain testing checklist when initial high-risk data exists.,https://psnet.ahrq.gov/web-mm/missing-ecg-and-missed-diagnosis-lead-dangerous-delay,high,Shows how a single missing artifact can reset risk assessment.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-008,unknown,Delay in Appropriate Diagnosis and Treatment Leading to Death from Pulmonary Embolism,United States,emergency department; inpatient ward; intensive care,first clinician assessment; imaging interpretation; handoff; emergency escalation,Pulmonary embolism,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Add critical-result semantics: report should classify right-heart strain as escalation-required and track acknowledgment/action.,https://psnet.ahrq.gov/web-mm/delay-appropriate-diagnosis-and-treatment-leading-death-pulmonary-embolism,high,A partial critical-result phone call can be more dangerous than no call if it downgrades urgency.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-009,unknown,Delayed Diagnosis of Mesenteric Ischemia,United States,primary care; emergency department; specialist clinic; inpatient ward,medical history; labs/imaging ordered; referral; follow-up; repeat visit; specialist review,Chronic mesenteric ischemia,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Build a longitudinal weight-loss + abdominal pain pattern recognizer and surface colleague concern as a tracked diagnostic signal.,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-mesenteric-ischemia,high,Case highlights clinician-to-clinician comments as signals that need ownership.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-010,unknown,Missed Appendicitis,United States,emergency department; primary care; inpatient ward,first clinician assessment; physical exam; imaging ordered; discharge; repeat visit,Appendicitis with perforation/abscess,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Use abdominal-pain discharge callbacks and return-triggered escalation for persistent or migrating pain.,https://psnet.ahrq.gov/web-mm/missed-appendicitis,high,Atypical or early appendicitis is a classic diagnostic-error pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-011,unknown,"Out of Sight, Out of Mind: Out-of-Office Test Result Management",United States,specialist clinic; hospital outpatient,labs ordered; lab interpretation; follow-up; specialist review,Giant cell arteritis monitoring / relapse risk,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Enforce patient-identifier confirmation, abnormal-result task persistence, and coverage acknowledgment until action completed.",https://psnet.ahrq.gov/web-mm/out-sight-out-mind-out-office-test-result-management,high,"Out-of-office workflows are diagnostic-safety workflows, not clerical side effects.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-012,unknown,Delayed Recognition of a Positive Blood Culture,United States,inpatient ward; discharge; follow-up,lab interpretation; discharge; handoff; follow-up,Listeria bacteremia,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Create post-discharge microbiology result queue with accountable owner, escalation, and contamination-vs-pathogen context.",https://psnet.ahrq.gov/web-mm/delayed-recognition-positive-blood-culture,high,"This is a success after delayed recognition, because readmission and treatment occurred.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-013,unknown,Delayed Diagnosis of Endocrinologic Emergencies,United States,emergency department; inpatient ward,medical history; labs ordered; lab interpretation; inpatient reassessment,Thyroid storm,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Connect medication nonadherence due to cost + vital-sign pattern + pending labs into endocrine emergency alerts.,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,high,Medication access problems can be diagnostic clues.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-014,unknown,Delayed Diagnosis of Endocrinologic Emergencies,United States,emergency department; inpatient ward; repeat admissions,repeat visit; medical history; lab interpretation; long-term monitoring,Myxedema coma / severe hypothyroidism,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Add repeat-admission diagnostic reset that surfaces unresolved abnormal labs and medication-risk links such as amiodarone-thyroid disease.,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,high,Included as a repeated-visit/endocrine masking example from same PSNet analysis.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-015,unknown,Myasthenic Crisis after Delayed Diagnosis in a Medically Complex Patient,United States,emergency department; inpatient ward; specialist clinic; follow-up,labs ordered; lab interpretation; discharge; specialist review; repeat visit,Myasthenia gravis / myasthenic crisis,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Flag discordance between finalized lab results and notes that still say 'pending'; require abnormal-result diagnosis reconciliation before discharge.,https://psnet.ahrq.gov/web-mm/myasthenia-crisis-after-delayed-diagnosis-medically-complex-patient,high,Complex baseline disability increased masking risk.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-016,unknown,Missing a Large Vessel Occlusion Stroke in a Patient with a History of Seizures,United States,emergency department; specialist review; inpatient ward,nurse triage; first clinician assessment; imaging ordered; specialist review,Large-vessel occlusion ischemic stroke,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Stroke-first pathway: require LVO exclusion before seizure explanation when focal deficits persist or presentation is high-risk.,https://psnet.ahrq.gov/web-mm/missing-large-vessel-occlusion-stroke-patient-history-seizures,high,A normal noncontrast CT does not rule out early ischemic stroke/LVO.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-017,unknown,Critical Echocardiogram Result Lost to Follow-up,United States,inpatient ward; discharge; skilled nursing facility; repeat admission,imaging interpretation; discharge; follow-up; repeat visit,Endocarditis / infected pacemaker wires,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Discharge-pending-test dashboard with responsible owner, recipient, criticality, and closure proof.",https://psnet.ahrq.gov/web-mm/critical-echocardiogram-result-lost-follow,high,"This case bridges hospital, resident workflow, and SNF handoff.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-018,S-005,Failures in communication or follow-up of unexpected significant radiological findings,England / United Kingdom,emergency department; hospital outpatient; referral,imaging interpretation; discharge; referral; follow-up,Possible lung cancer or other unexpected significant radiology finding,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Create radiology finding lifecycle: unexpected finding -> recipient acknowledgment -> patient notification -> referral action -> closure.,https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/investigation-report/,high,System-level investigation rather than single patient case; retained because it documents real workflow failures.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-019,S-006,Woman diagnosed with terminal cervical cancer after NHS missed smear tests,England / United Kingdom,public health screening; specialist clinic; hospital outpatient,public health screening; lab interpretation; diagnosis discussion; follow-up,Cervical cancer,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Screening safety layer: patient-visible abnormal-history timeline, second-review triggers, and symptom/result reconciliation.",https://www.independent.co.uk/news/health/cervical-cancer-screens-misdiagnosis-nhs-b2563898.html,medium,"Use cautiously: source is journalism, but cites legal admission/settlement and trust response.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-020,S-007,"Long covid and medical gaslighting: Dismissal, delayed diagnosis, and deferred treatment",United States,primary care; specialist clinic; telehealth,first clinician assessment; medical history; diagnosis discussion; referral; long-term monitoring,Long COVID / post-acute sequelae of COVID-19,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Capture patient-generated longitudinal symptom burden and prevent closure solely because routine tests are normal.,https://www.sciencedirect.com/science/article/pii/S2667321522001299,medium,Not one case; included as documented patient-voice pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-021,S-008,Dysautonomia International POTS Patient Survey,International / mostly patient-reported,primary care; emergency department; specialist clinic,medical history; first clinician assessment; referral; specialist review; long-term monitoring,Dysautonomia / POTS,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Add orthostatic-vital workflow and patient-triggered POTS screener for recurrent tachycardia/dizziness/fatigue complaints.,https://www.dysautonomiainternational.org/page.php?ID=184,medium,Survey has advocacy-source limitations but valuable patient voice and numeric delay pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-022,S-009,"Devon woman with ME asked GP to help her get enough food to live, inquest hears",England / United Kingdom,primary care; hospital inpatient; home/community visit,before visit; first clinician assessment; inpatient assessment; discharge; long-term monitoring,Severe ME/CFS with malnutrition/dehydration risk,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Track functional intake, hydration, and care capacity as clinical red flags, not just social notes.",https://www.theguardian.com/society/article/2024/jul/22/devon-woman-with-me-asked-gp-to-help-her-get-enough-food-to-live-inquest-hears,medium,Highly sensitive case; included with minimal public details.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-023,S-010,"After Fighting to Receive a Lupus Diagnosis, I'm Making Sure Others Feel Seen",United States,primary care; specialist clinic,medical history; labs ordered; lab interpretation; referral; patient self-advocacy,Lupus / systemic autoimmune disease,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Give patients structured way to upload symptom photos, family history, and flare timelines; flag repeated systemic symptoms even with normal basic labs.",https://www.popsugar.com/health/how-i-got-my-lupus-diagnosis-personal-essay-49345999,low,"Patient-story evidence; useful for voice/pattern, not incidence.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-024,S-011,Claire's Story: Gender Bias & the Long Road to Diagnosis,United States,primary care; specialist clinic; inpatient ward; emergency department,medical history; referral; specialist review; repeat visit; emergency escalation,Crohn's disease / inflammatory bowel disease,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Use red-flag pediatric/adolescent GI triggers: weight loss, fractures/malnutrition, recurrent admissions, infections, and persistent abdominal pain.",https://www.autoimmuneinstitute.org/autoimmune_stories/claires-story-gender-bias-the-long-road-to-diagnosis/,low,Patient-story evidence; included for bias/young-woman workflow pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-025,S-012,"Pathways to cervical cancer diagnosis among women in Accra, Ghana",Ghana,primary care; hospital outpatient; public health screening; traditional/community care,before visit; first clinician assessment; referral; labs/imaging ordered; repeat visit,Cervical cancer,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Design culturally aware referral prompts and community-to-clinic escalation tools for persistent gynecologic symptoms.,https://doaj.org/article/7ae6f62fe6174a639fc8a63fd8a97cfd,medium,Important non-US/Europe pattern: hospital misses plus traditional-care pathway.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-026,S-013,Barriers to prompt and effective malaria treatment among children in western Kenya,Kenya,community health center; rural clinic; low-resource clinic,before visit; nurse triage; labs ordered; lab interpretation; treatment decision,Malaria / febrile illness in children,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Expose stockout-aware decision support: if RDT unavailable, record reason, alternative testing/referral, and follow-up safety net.",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0001532,high,"Included as low-resource workflow documentation, not a single missed-diagnosis case.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-027,S-014,Malaria rapid diagnostic test stockouts and health facility readiness in Mozambique,Mozambique,low-resource clinic; public health screening; community health center,labs ordered; lab interpretation; treatment decision; public health surveillance,Malaria / febrile illness,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Integrate diagnostic stock telemetry into triage and surveillance; trigger restock/escalation before depletion.,https://link.springer.com/article/10.1186/1475-2875-13-295,high,Useful contrast to high-resource failures: missed signals can start in supply chain.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-028,S-015,"COVID-19 and Tuberculosis Co-Occurrence and Missed Opportunities for Diagnosis, California, USA, 2020","California, United States",emergency department; urgent care; primary care; inpatient ward,first clinician assessment; labs/imaging ordered; repeat visit; diagnosis discussion,Tuberculosis with COVID-19 co-occurrence or differential,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"Differential guardrail for syndromic overlap: when COVID is positive but TB risk/imaging exists, require TB-test decision capture.",https://wwwnc.cdc.gov/eid/article/30/1/23-0924_article,high,Important example of context-driven anchoring.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-029,S-004,A woman with recurrent pneumothoraces due to lymphangioleiomyomatosis attack,United States,emergency department; specialist clinic,emergency escalation; imaging interpretation; referral; repeat visit,Lymphangioleiomyomatosis (LAM),unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Turn radiology pattern + demographic + recurrence into referral prompts for rare but serious diseases.,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,medium,Case catalog gives summary-level details rather than full report.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-030,S-004,"Multiple clinicians, multiple diagnoses and no timely ultrasound for testicular torsion",United States,emergency department; urgent care,arrival; first clinician assessment; physical exam; imaging ordered; repeat visit; emergency escalation,Testicular torsion,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,"For adolescent male abdominal pain/vomiting, force testicular symptom/exam prompt and urgent ultrasound timer.",https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,medium,Included because it maps a common stage failure: repeat visits without urgent imaging.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-031,S-004,Lack of insurance and primary care disrupts workup for suspected colon cancer,United States,primary care; emergency department; hospital outpatient,before visit; medical history; referral; follow-up; emergency escalation,Colon cancer,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Offer safety-net tracking for uninsured/high-risk patients with family-history red flags and incomplete workups.,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,medium,Useful access-to-diagnosis example; summary-level detail only.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,B-032,S-004,Myasthenia gravis is diagnosed after a routine outpatient visit,United States,urgent care; primary care; specialist clinic,first clinician assessment; medical history; referral; specialist review; follow-up,Myasthenia gravis,unknown,unknown,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,unknown,Use progressive nonspecific-symptom timelines plus neuromuscular checklists before closing as routine fatigue/weight loss.,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,medium,Summary-level evidence; included for rare disease and elderly missed diagnosis coverage.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C001,S001,Dismissed and silenced hospital assessment,UK,hospital / acute assessment,doctor did not listen,unresolved symptoms,Patient attended hospital after long wait and tried to describe symptoms.,Doctor reportedly restricted history to yes/no answers.,Patient narrative and context not captured.,same encounter,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Emotional harm; clinical outcome unknown.,Dismissal can occur before diagnostic reasoning is complete.,Capture patient concern verbatim and flag interrupted histories.,https://www.careopinion.org.uk/1429947,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C002,S002,Autistic patient multi-issue primary care visit,UK,primary care,one-symptom focus,"chronic pain, asthma symptoms, reflux",Patient brought advocate and prioritized list.,Only reflux was addressed according to patient.,Pain medication and asthma concerns not addressed.,chronic pain over 10 years noted,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Patient felt unheard.,Visit closure can leave unresolved active concerns.,Require disposition for each patient-listed issue.,https://www.careopinion.org.uk/1258944,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C003,S003,ED discharge after normal bloods and X-ray,"Scotland, UK",emergency department,normal-test trap,severe pain and breathlessness,Patient sent by out-of-hours GP with severe symptoms.,Bloods/chest X-ray considered reassuring; discharged.,Cause of severe symptoms not identified/explained.,same-day ED visit,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Ongoing severe pain and no explanation.,Normal tests do not equal diagnosis.,Discharge must document unresolved symptoms and return triggers.,https://www.careopinion.org.uk/1117906,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C004,S004,Back pain after bowel cancer dismissed as old age,"England, UK","A&E, GP, ambulance/111",prior cancer history missed,spinal cancer after bowel cancer,Older patient had severe back pain and recent bowel cancer history.,Multiple services reportedly dismissed pain as age-related.,Spinal cancer reportedly identified late.,diagnosed after admission; death just over two weeks later,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Patient died.,Prior cancer history needs active surfacing.,Prior cancer + new focal pain should trigger recurrence/metastasis consideration.,https://www.careopinion.org.uk/1349233,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C005,S005,CAMHS low mood vs later bipolar diagnosis,"Scotland, UK",CAMHS,family history ignored,mood disorder / bipolar disorder,Family sought specialist mental health help for daughter.,Initial psychiatrist reportedly dismissed family input/genetic history.,Bipolar disorder not identified until after deterioration.,six months before psychiatrist change,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Inpatient admission and later treatment.,Family history/caregiver input can be diagnostic signal.,Structure family history and caregiver concern in mental-health assessments.,https://www.careopinion.org.uk/176152,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C006,S006,Adult ADHD referral rejected without meeting patient,"Scotland, UK",primary care to mental health referral,referral pathway failure,suspected adult ADHD,GP sent repeated referrals with high questionnaire scores.,Psychiatry declined assessment; later no adult pathway stated.,Patient felt ADHD effectively ruled out without assessment.,eight months complaint/ombudsman pursuit noted,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Unclear pathway; patient distress.,Referral rejection can be confused with diagnostic exclusion.,Make referral outcomes transparent: no pathway vs ruled out vs more info needed.,https://www.careopinion.org.uk/1167674,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
