master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-EVID-0390,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-002,derived_from_case_library,,,mental-health misattribution case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-002,2026-05-30
RF-EVID-0391,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-003,derived_from_case_library,,,normal-test trap case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-003,2026-05-30
RF-EVID-0392,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-004,derived_from_case_library,,,abnormal result not followed up case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-004,2026-05-30
RF-EVID-0393,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-005,derived_from_case_library,,,repeated visits ignored case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-005,2026-05-30
RF-EVID-0394,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-006,derived_from_case_library,,,no one connected the dots case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-006,2026-05-30
RF-EVID-0395,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-007,derived_from_case_library,,,poor handoff case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-007,2026-05-30
RF-EVID-0396,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-008,derived_from_case_library,,,no follow-up ownership case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-008,2026-05-30
RF-EVID-0397,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-009,derived_from_case_library,,,referral delay case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-009,2026-05-30
RF-EVID-0398,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-010,derived_from_case_library,,,red flag missed case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-010,2026-05-30
RF-EVID-0399,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-011,derived_from_case_library,,,patient self-advocacy required case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-011,2026-05-30
RF-EVID-0400,metric,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,M-012,derived_from_case_library,,,low-resource diagnostic supply gap case count,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M-012,2026-05-30
RF-EVID-0401,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-001,derived_from_case_library,symptom dismissed,symptom dismissed,Pattern 'symptom dismissed' appeared in 6 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-001,2026-05-30
RF-EVID-0402,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-002,derived_from_case_library,mental-health misattribution,mental-health misattribution,Pattern 'mental-health misattribution' appeared in 3 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-002,2026-05-30
RF-EVID-0403,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-003,derived_from_case_library,normal-test trap,normal-test trap,Pattern 'normal-test trap' appeared in 7 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-003,2026-05-30
RF-EVID-0404,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-004,derived_from_case_library,abnormal result not followed up,abnormal result not followed up,Pattern 'abnormal result not followed up' appeared in 9 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-004,2026-05-30
RF-EVID-0405,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-005,derived_from_case_library,repeated visits ignored,repeated visits ignored,Pattern 'repeated visits ignored' appeared in 7 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-005,2026-05-30
RF-EVID-0406,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-006,derived_from_case_library,no one connected the dots,no one connected the dots,Pattern 'no one connected the dots' appeared in 7 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-006,2026-05-30
RF-EVID-0407,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-007,derived_from_case_library,poor handoff,poor handoff,Pattern 'poor handoff' appeared in 6 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-007,2026-05-30
RF-EVID-0408,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-008,derived_from_case_library,no follow-up ownership,no follow-up ownership,Pattern 'no follow-up ownership' appeared in 7 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-008,2026-05-30
RF-EVID-0409,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-009,derived_from_case_library,referral delay,referral delay,Pattern 'referral delay' appeared in 7 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-009,2026-05-30
RF-EVID-0410,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-010,derived_from_case_library,red flag missed,red flag missed,Pattern 'red flag missed' appeared in 9 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-010,2026-05-30
RF-EVID-0411,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-011,derived_from_case_library,patient self-advocacy required,patient self-advocacy required,Pattern 'patient self-advocacy required' appeared in 6 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-011,2026-05-30
RF-EVID-0412,fact,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-012,derived_from_case_library,low-resource diagnostic supply gap,low-resource diagnostic supply gap,Pattern 'low-resource diagnostic supply gap' appeared in 3 case-library rows.,,derived synthesis,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F-012,2026-05-30
RF-EVID-0413,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E001,S001,doctor did not listen,doctor did not listen,Dismissal can occur before diagnostic reasoning is complete.,Capture patient concern verbatim and flag interrupted histories.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E001,2026-05-30
RF-EVID-0414,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E002,S002,one-symptom focus,one-symptom focus,Visit closure can leave unresolved active concerns.,Require disposition for each patient-listed issue.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E002,2026-05-30
RF-EVID-0415,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E003,S003,normal-test trap,normal-test trap,Normal tests do not equal diagnosis.,Discharge must document unresolved symptoms and return triggers.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E003,2026-05-30
RF-EVID-0416,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E004,S004,prior cancer history missed,prior cancer history missed,Prior cancer history needs active surfacing.,Prior cancer + new focal pain should trigger recurrence/metastasis consideration.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E004,2026-05-30
RF-EVID-0417,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E005,S005,family history ignored,family history ignored,Family history/caregiver input can be diagnostic signal.,Structure family history and caregiver concern in mental-health assessments.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E005,2026-05-30
RF-EVID-0418,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E006,S006,referral pathway failure,referral pathway failure,Referral rejection can be confused with diagnostic exclusion.,Make referral outcomes transparent: no pathway vs ruled out vs more info needed.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E006,2026-05-30
RF-EVID-0419,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E007,S008,normal-test trap,normal-test trap,Discordant tests should not close diagnosis.,Flag pneumonia diagnosis + clear X-ray + PE signs mismatch.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E007,2026-05-30
RF-EVID-0420,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E008,S011,repeat visits ignored,repeat visits ignored,No one connected repeated unresolved symptom pattern.,Create unresolved symptom timeline across clinicians.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E008,2026-05-30
RF-EVID-0421,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E009,S012,test not integrated,test not integrated,Test completion does not ensure cognitive integration.,Abnormal point-of-care results should interrupt clinician workflow.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E009,2026-05-30
RF-EVID-0422,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E010,S013,abnormal result not followed up,abnormal result not followed up,Result ownership failure.,"Assign owner, backup, due date, patient notification.",high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E010,2026-05-30
RF-EVID-0423,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E011,S014,abnormal result not followed up,abnormal result not followed up,Marked/filed is not equivalent to closed.,Require action and patient notification before closure.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E011,2026-05-30
RF-EVID-0424,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E012,S018,gendered dismissal,gendered dismissal,Patient self-documentation burden.,Bring longitudinal symptom tracker into referral review.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E012,2026-05-30
RF-EVID-0425,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E013,S019,normalization,normalization,Function loss treated as normal.,Use school/work absence and function loss as severity triggers.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E013,2026-05-30
RF-EVID-0426,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E014,S022,red flag missed,red flag missed,Red flag minimized.,Rectal bleeding should trigger exam/test/referral or documented reason.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E014,2026-05-30
RF-EVID-0427,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E015,S023,wrong specialty / age bias,wrong specialty / age bias,Age bias and wrong specialty.,Route rectal bleeding/urgency to bowel pathway regardless of age.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E015,2026-05-30
RF-EVID-0428,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E016,S025,pain minimization,pain minimization,Patient felt forced to exaggerate to access imaging.,Escalate severe functional impairment and repeat presentations.,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E016,2026-05-30
RF-EVID-0429,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E017,S026,diagnostic drift,diagnostic drift,Unresolved symptoms and costs.,Escalate unresolved multi-system symptoms after inconclusive tests.,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E017,2026-05-30
RF-EVID-0430,evidence_item,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E018,S037,positive example,positive example,Listening + explanation + exam create trust and safety.,Use as model workflow for assessment templates.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E018,2026-05-30
RF-EVID-0431,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C001,S001,doctor did not listen,doctor did not listen,Dismissed and silenced hospital assessment,Capture patient concern verbatim and flag interrupted histories.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C001,2026-05-30
RF-EVID-0432,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C002,S002,one-symptom focus,one-symptom focus,Autistic patient multi-issue primary care visit,Require disposition for each patient-listed issue.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C002,2026-05-30
RF-EVID-0433,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C003,S003,normal-test trap,normal-test trap,ED discharge after normal bloods and X-ray,Discharge must document unresolved symptoms and return triggers.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C003,2026-05-30
RF-EVID-0434,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C004,S004,prior cancer history missed,prior cancer history missed,Back pain after bowel cancer dismissed as old age,Prior cancer + new focal pain should trigger recurrence/metastasis consideration.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C004,2026-05-30
RF-EVID-0435,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C005,S005,family history ignored,family history ignored,CAMHS low mood vs later bipolar diagnosis,Structure family history and caregiver concern in mental-health assessments.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C005,2026-05-30
RF-EVID-0436,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C006,S006,referral pathway failure,referral pathway failure,Adult ADHD referral rejected without meeting patient,Make referral outcomes transparent: no pathway vs ruled out vs more info needed.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C006,2026-05-30
RF-EVID-0437,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C007,S008,normal-test trap,normal-test trap,Pulmonary embolism missed after clear chest X-ray,Flag pneumonia diagnosis + clear X-ray + PE signs mismatch.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C007,2026-05-30
RF-EVID-0438,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C008,S011,repeat visits ignored,repeat visits ignored,Brian continuity-of-care delayed metastatic cancer diagnosis,Create unresolved symptom timeline across clinicians.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C008,2026-05-30
RF-EVID-0439,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C009,S012,test not integrated,test not integrated,Child diabetes delayed despite urinalysis,Abnormal point-of-care results should interrupt clinician workflow.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C009,2026-05-30
RF-EVID-0440,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C010,S013,abnormal result not followed up,abnormal result not followed up,Positive prostate cancer histology not actioned,"Assign owner, backup, due date, patient notification.",high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C010,2026-05-30
RF-EVID-0441,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C011,S014,abnormal result not followed up,abnormal result not followed up,Abnormal Bence Jones protein result not followed up,Require action and patient notification before closure.,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C011,2026-05-30
RF-EVID-0442,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C012,S018,gendered dismissal,gendered dismissal,"Endometriosis referral dismissed, later diagnosed",Bring longitudinal symptom tracker into referral review.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C012,2026-05-30
RF-EVID-0443,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C013,S019,normalization,normalization,Severe adolescent symptoms normalized before endometriosis diagnosis,Use school/work absence and function loss as severity triggers.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C013,2026-05-30
RF-EVID-0444,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C014,S022,red flag missed,red flag missed,Blood in stool attributed to IBS/piles before bowel cancer,Rectal bleeding should trigger exam/test/referral or documented reason.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C014,2026-05-30
RF-EVID-0445,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C015,S023,wrong specialty / age bias,wrong specialty / age bias,Young bowel cancer patient sent through wrong specialty loop,Route rectal bleeding/urgency to bowel pathway regardless of age.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C015,2026-05-30
RF-EVID-0446,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C016,S025,pain minimization,pain minimization,Severe back pain dismissed before rare cancer diagnosis,Escalate severe functional impairment and repeat presentations.,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C016,2026-05-30
RF-EVID-0447,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C017,S026,diagnostic drift,diagnostic drift,Nigerian patient repeated tests before cervical cancer diagnosis,Escalate unresolved multi-system symptoms after inconclusive tests.,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C017,2026-05-30
RF-EVID-0448,case,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C018,S037,positive example,positive example,Thorough doctor listened and explained results,Use as model workflow for assessment templates.,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C018,2026-05-30
RF-EVID-0449,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q001,S001,dismissal during assessment,dismissal during assessment,I felt completely dismissed and silenced.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q001,2026-05-30
RF-EVID-0450,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q002,S002,one-symptom focus,one-symptom focus,They decided to only treat the acid reflux.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q002,2026-05-30
RF-EVID-0451,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q003,S003,normal-test trap,normal-test trap,Still in severe pain and still have no idea.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q003,2026-05-30
RF-EVID-0452,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q004,S004,prior cancer red flag missed,prior cancer red flag missed,No one listened to us.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q004,2026-05-30
RF-EVID-0453,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q005,S005,family history ignored,family history ignored,Refused to listen properly.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q005,2026-05-30
RF-EVID-0454,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q006,S006,referral rejection,referral rejection,Not even meeting me.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q006,2026-05-30
RF-EVID-0455,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q007,S007,documentation ambiguity,documentation ambiguity,No one had told me initially.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q007,2026-05-30
RF-EVID-0456,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q008,S008,unsafe discharge,unsafe discharge,He should have been in hospital.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q008,2026-05-30
RF-EVID-0457,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q009,S018,gendered dismissal,gendered dismissal,Too many women worry about endometriosis.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q009,2026-05-30
RF-EVID-0458,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q010,S019,normalization of symptoms,normalization of symptoms,Normal part of womanhood.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q010,2026-05-30
RF-EVID-0459,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q011,S020,rare/chronic delay,rare/chronic delay,Finally had answers after 27 years.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q011,2026-05-30
RF-EVID-0460,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q012,S021,diagnosis communication gap,diagnosis communication gap,I wasn’t given any further information.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q012,2026-05-30
RF-EVID-0461,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q013,S022,red flag missed,red flag missed,I wasn’t even examined.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q013,2026-05-30
RF-EVID-0462,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q014,S023,age bias,age bias,Too young to have cancer.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q014,2026-05-30
RF-EVID-0463,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q015,S025,pain minimization,pain minimization,Why would you come to A&E for back pain?,,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q015,2026-05-30
RF-EVID-0464,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q016,S026,diagnostic drift,diagnostic drift,I felt like I was going crazy.,,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q016,2026-05-30
RF-EVID-0465,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q017,S027,low-resource trust gap,low-resource trust gap,Health workers’ poor attitude is another major issue.,,low,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q017,2026-05-30
RF-EVID-0466,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q018,S037,positive listening,positive listening,Gave me time whilst he listened.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q018,2026-05-30
RF-EVID-0467,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q019,S038,whole-person care,whole-person care,"Whole person, not just the pain.",,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q019,2026-05-30
RF-EVID-0468,quote,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Q020,S039,continuity,continuity,I always felt listened to.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q020,2026-05-30
RF-EVID-0469,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R001,S001,patient experience / diagnostic identification workflow,unknown,I felt completely dismissed and silenced.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R001,2026-05-30
RF-EVID-0470,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R002,S002,patient experience / diagnostic identification workflow,unknown,They decided to only treat the acid reflux.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R002,2026-05-30
RF-EVID-0471,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R003,S003,patient experience / diagnostic identification workflow,unknown,Still in severe pain and still have no idea.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R003,2026-05-30
RF-EVID-0472,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R004,S004,patient experience / diagnostic identification workflow,unknown,No one listened to us.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R004,2026-05-30
